 0.050  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.150  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.250  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.350  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.450  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.550  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.650  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.750  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.850  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 0.950  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 1.050  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 1.150  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 1.250  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 1.350  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
 1.450  5.774819889596e+00  6.152797377313e-02 -5.974922919030e+00  7.913566559322e-02 -3.100374133136e+01  3.202281144746e-01  3.641405810343e+01  4.985321130377e-01  5.210213742636e+00  5.116980353913e-01
