 0.050 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.150 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.250 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.350 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.450 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.550 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.650 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.750 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.850 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 0.950 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.050 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.150 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.250 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.350 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.450 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.550 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
 1.650 -3.066403966079e+01  3.905572160478e-01  2.552997459663e+01  6.870647648840e-01 -5.134065064164e+00  6.214834395671e-01
