 0.050  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.150  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.250  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.350  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.450  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.550  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.650  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.750  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.850  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 0.950  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.050  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.150  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.250  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.350  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.450  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.550  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.650  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.750  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.850  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 1.950  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 2.050  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 2.150  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
 2.250  6.025942855368e+00  9.090011043971e-02 -6.294385302560e+00  1.609156735160e-01 -2.814748898543e+01  4.987432292622e-01  3.262197903300e+01  8.315913056727e-01  4.206047600380e+00  3.991770077774e-01
