 3.050  5.938864133634e+00  2.139279239928e-01 -8.090917747060e+00  2.026789006370e-01 -3.100376452606e+01  5.588420042479e-01  3.642016831960e+01  5.668344902540e-01  3.264350180121e+00  6.567402436530e-01
 3.150  5.832713040921e+00  1.880305253122e-01 -8.004168709662e+00  1.971240229806e-01 -3.055146526209e+01  4.442840281891e-01  3.562006737495e+01  4.644137673977e-01  2.897146444116e+00  5.961417303845e-01
 3.250  5.606545767105e+00  1.148811938063e-01 -7.760329877683e+00  1.454325053696e-01 -2.983627874518e+01  2.321759621585e-01  3.444761454147e+01  5.458154457817e-01  2.457551685721e+00  6.368405526509e-01
 3.350  5.450659171548e+00  4.439853839488e-02 -7.441903383879e+00  8.445783006967e-02 -2.926959394262e+01  9.308465647134e-02  3.300056799138e+01  3.834654599216e-01  1.739729836428e+00  4.300451070894e-01
 3.450  5.347386313685e+00  2.721637145488e-02 -7.103351286623e+00  6.660810292778e-02 -2.858348258531e+01  4.220824813937e-02  3.068825324741e+01  1.454443744746e-01  3.488056891603e-01  1.606842501906e-01
 3.550  5.212030987573e+00  2.488733993715e-02 -6.806696622831e+00  6.053713471452e-02 -2.781482820299e+01  3.146645997253e-02  2.838747061597e+01  7.626847738552e-02 -1.022023222279e+00  8.263972406523e-02
 3.650  5.076881537043e+00  2.399809929308e-02 -6.551930479757e+00  5.840179216119e-02 -2.700564353258e+01  2.799409081247e-02  2.634184424565e+01  6.260519757181e-02 -2.138848229639e+00  7.372667987675e-02
 3.750  4.939905742188e+00  2.370390391737e-02 -6.289682565686e+00  5.871715151426e-02 -2.612805605337e+01  2.661945055021e-02  2.449100903299e+01  5.555275124783e-02 -2.986823843879e+00  7.039142071412e-02
 3.850  4.796002836492e+00  2.326318933223e-02 -6.040988091469e+00  5.864148505208e-02 -2.518742737885e+01  2.648860502263e-02  2.279639142158e+01  5.385309012489e-02 -3.636021212241e+00  6.935843036673e-02
 3.950  4.645477894619e+00  2.286537043925e-02 -5.799855940556e+00  5.864146680190e-02 -2.418719729709e+01  2.660765084542e-02  2.117760278254e+01  5.435529020977e-02 -4.163972560489e+00  6.912129821473e-02
 4.050  4.490998853620e+00  2.274247664347e-02 -5.562981878538e+00  5.864811241822e-02 -2.314584990397e+01  2.648960889767e-02  1.966027720595e+01  5.456474842275e-02 -4.557555722939e+00  6.912920684125e-02
 4.150  4.334170769974e+00  2.267665755248e-02 -5.328578466144e+00  5.826902225240e-02 -2.208292854058e+01  2.615178352735e-02  1.826352770902e+01  5.335347748669e-02 -4.813808527722e+00  6.896034325992e-02
