     3.03250         inf         nan
     3.09750     8.60015     2.45431
     3.16250     7.93576     1.08867
     3.22750     7.26295     0.43022
     3.29250     6.73519     0.20678
     3.35750     6.35305     0.12302
     3.42250     5.94980     0.07663
     3.48750     5.42132     0.04858
     3.55250     4.75483     0.03073
     3.61750     4.06676     0.02377
     3.68250     3.48752     0.02070
     3.74750     2.97993     0.01786
     3.81250     2.58036     0.01359
     3.87750     2.24958     0.00987
     3.94250     1.98128     0.00755
     4.00750     1.77120     0.00627
     4.07250     1.61074     0.00551
     4.13750     1.50808     0.00496
     4.20250     1.44939     0.00436
     4.26750     1.44265     0.00394
     4.33250     1.47733     0.00373
     4.39750     1.55748     0.00363
     4.46250     1.68526     0.00373
     4.52750     1.85264     0.00408
     4.59250     2.06367     0.00479
     4.65750     2.29122     0.00582
     4.72250     2.48373     0.00664
     4.78750     2.60510     0.00642
     4.85250     2.79121     0.00590
     4.91750     3.09321     0.00580
     4.98250     3.46704     0.00635
     5.04750     3.89751     0.00818
     5.11250     4.32315     0.01346
     5.17750     4.73346     0.02745
     5.24250     5.09590     0.05568
     5.30750     5.33862     0.08435
     5.37250     5.53163     0.10499
     5.43750     5.67179     0.11372
     5.50250     5.78382     0.12089
     5.56750     5.86760     0.12896
     5.63250     5.93851     0.13966
     5.69750     6.00158     0.15062
     5.76250     6.05801     0.15538
     5.82750     6.11478     0.14720
     5.89250     6.18447     0.13281
     5.95750     6.25247     0.12401
     6.02250     6.33070     0.12034
     6.08750     6.41469     0.11882
     6.15250     6.51121     0.11839
     6.21750     6.60657     0.11825
     6.28250     6.70837     0.11835
     6.34750     6.81469     0.11833
     6.41250     6.91613     0.11834
     6.47750     7.02430     0.11835
     6.54250     7.14305     0.11838
     6.60750     7.27080     0.11843
     6.67250     7.41422     0.11851
     6.73750     7.55317     0.11859
     6.80250     7.70650     0.11861
     6.86750     7.85875     0.11855
     6.93250     8.02081     0.11851
     6.99750     8.18114     0.11850
     7.06250     8.35608     0.11852
     7.12750     8.52230     0.11856
     7.19250     8.69550     0.11863
     7.25750     8.85925     0.11870
     7.32250     9.01765     0.11870
     7.38750     9.16353     0.11867
     7.45250     9.30169     0.11865
     7.51750     9.42742     0.11866
     7.58250     9.53825     0.11868
     7.64750     9.64962     0.11873
     7.71250     9.74633     0.11878
     7.77750     9.83483     0.11881
     7.84250     9.91426     0.11879
     7.90750     9.98600     0.11877
     7.97250    10.05248     0.11875
     8.03750    10.11743     0.11875
     8.10250    10.17686     0.11876
     8.16750    10.23424     0.11878
     8.23250    10.28855     0.11880
     8.29750    10.33321     0.11882
     8.36250    10.38156     0.11881
     8.42750    10.42394     0.11881
     8.49250    10.46832     0.11881
     8.55750    10.51149     0.11881
     8.62250    10.56086     0.11882
     8.68750    10.59927     0.11883
     8.75250    10.64207     0.11885
     8.81750    10.68994     0.11886
     8.88250    10.72769     0.11886
     8.94750    10.76656     0.11886
     9.01250    10.80705     0.11886
     9.07750    10.84723     0.11887
     9.14250    10.88314     0.11888
     9.20750    10.92030     0.11889
     9.27250    10.95164     0.11890
     9.33750    10.97865     0.11891
     9.40250    11.00995     0.11891
     9.46750    11.03421     0.11891
     9.53250    11.06416     0.11891
     9.59750    11.08805     0.11892
     9.66250    11.11885     0.11893
     9.72750    11.13971     0.11894
     9.79250    11.16156     0.11895
     9.85750    11.17925     0.11896
     9.92250    11.18813     0.11896
     9.98750    11.20898     0.11896
    10.05250    11.22387     0.11896
    10.11750    11.23780     0.11897
    10.18250    11.25425     0.11898
    10.24750    11.27041     0.11899
    10.31250    11.28428     0.11900
    10.37750    11.29104     0.11901
    10.44250    11.29860     0.11901
    10.50750    11.31385     0.11901
    10.57250    11.32860     0.11901
    10.63750    11.33272     0.11902
    10.70250    11.34502     0.11903
    10.76750    11.35977     0.11904
    10.83250    11.36031     0.11905
    10.89750    11.36465     0.11906
    10.96250    11.37033     0.11906
    11.02750    11.37712     0.11906
    11.09250    11.38475     0.11906
    11.15750    11.39197     0.11907
    11.22250    11.39781     0.11908
    11.28750    11.40523     0.11909
    11.35250    11.41016     0.11910
    11.41750    11.40824     0.11910
    11.48250    11.41385     0.11910
    11.54750    11.42274     0.11910
    11.61250    11.42274     0.11911
    11.67750    11.42891     0.11912
    11.74250    11.43430     0.11913
    11.80750    11.43642     0.11914
    11.87250    11.43891     0.11915
    11.93750    11.43856     0.11915
    12.00250    11.44471     0.11915
    12.06750    11.44475     0.11915
    12.13250    11.44973     0.11916
    12.19750    11.45185     0.11917
    12.26250    11.45778     0.11918
    12.32750    11.45953     0.11919
    12.39250    11.45858     0.11919
    12.45750    11.46086     0.11920
    12.52250    11.46471     0.11920
    12.58750    11.46249     0.11920
    12.65250    11.46689     0.11921
    12.71750    11.47260     0.11922
    12.78250    11.47679     0.11923
    12.84750    11.47624     0.11924
    12.91250    11.47344     0.11924
    12.97750    11.47256     0.11924
    13.04250    11.47465     0.11924
    13.10750    11.47927     0.11925
    13.17250    11.48331     0.11926
    13.23750    11.48162     0.11927
    13.30250    11.48226     0.11928
    13.36750    11.48265     0.11929
    13.43250    11.48187     0.11929
    13.49750    11.48310     0.11929
    13.56250    11.48808     0.11929
    13.62750    11.48829     0.11930
    13.69250    11.48731     0.11931
    13.75750    11.49392     0.11932
    13.82250    11.48790     0.11933
    13.88750    11.49115     0.11933
    13.95250    11.49132     0.11933
    14.01750    11.48948     0.11934
    14.08250    11.49162     0.11934
    14.14750    11.49261     0.11935
    14.21250    11.49300     0.11936
    14.27750    11.49742     0.11937
    14.34250    11.49625     0.11938
    14.40750    11.49864     0.11938
    14.47250    11.49620     0.11938
    14.53750    11.49659     0.11938
    14.60250    11.49852     0.11939
    14.66750    11.49812     0.11939
    14.73250    11.50353     0.11941
    14.79750    11.50040     0.11942
    14.86250    11.49984     0.11942
    14.92750    11.50023     0.11943
    14.99250    11.50127     0.11943
    15.05750    11.49860     0.11943
    15.12250    11.50041     0.11943
    15.18750    11.50745     0.11944
    15.25250    11.50027     0.11945
    15.31750    11.50522     0.11946
    15.38250    11.50235     0.11947
    15.44750    11.50704     0.11947
    15.51250    11.50309     0.11947
    15.57750    11.50403     0.11947
    15.64250    11.50697     0.11948
    15.70750    11.50452     0.11949
    15.77250    11.50573     0.11950
    15.83750    11.50636     0.11951
    15.90250    11.50150     0.11951
    15.96750    11.50151     0.11951
